protein,G10_2,G10_3,G11_2,G11_3,G12_2,G12_3,G13_2,G13_3,G16_2,G16_3,G17_2,G17_3,G18_2,G18_3,G19_2,G19_3,G20,G20_2,G21,G21_2,G22,G22_2,G23,G23_2,G26,G26_2,G27,G27_2,G28,G28_2,G29,G29_2,G32,G32_2,G33,G33_2,G34,G34_2,G35,G35_2,G4_2,G4_3,G5_2,G5_3,G6_2,G6_3,G7_2,G7_3,SumNSAFpH7.1,SumNSAFpH7.5,clusterpH7.1,clusterpH7.5,uniprotID
TRINITY_DN55711_c0_g1::TRINITY_DN55711_c0_g1_i1::g.14046::m.14046,1.6637,0,1.6112,1.6502,1.6636,0,0,1.7846,3.2689,0,1.5945,0,1.5776,3.226,0,1.6244,3.2082,1.6213,3.3355,1.6659,1.8613,1.8713,3.2554,1.6443,0,3.2527,1.6663,1.6873,0,0,0,1.5987,0,0,0,3.4735,1.7819,0,0,1.7743,1.6507,1.6551,1.6831,1.6632,1.6952,0,1.5834,0,23.6866,33.0158,8,6,K1QJI0
TRINITY_DN55715_c3_g1::TRINITY_DN55715_c3_g1_i1::g.14051::m.14051,4.1947,4.2967,4.0625,4.1608,4.1946,4.3167,8.6252,8.9992,4.1211,0,0,4.0555,0,0,0,0,0,0,0,4.2004,0,0,0,0,0,0,0,0,0,4.4053,4.0606,0,0,0,0,0,0,4.4091,0,0,4.1621,4.1732,0,0,4.2742,13.285,3.9923,12.402,72.9642,37.427,1,6,A0A210PSD1
TRINITY_DN55721_c8_g1::TRINITY_DN55721_c8_g1_i7::g.14109::m.14109,0,0,0,0,0,0,0,0,0,0,0,0,13.4894,0,6.7477,6.9447,0,6.9316,0,0,0,0,0,0,6.9153,0,0,0,0,0,13.7707,6.8352,0,0,0,0,0,0,0,0,0,0,0,0,7.2476,0,0,0,55.0353,13.8469,44,30,C3ZLC5
TRINITY_DN55726_c0_g1::TRINITY_DN55726_c0_g1_i1::g.14084::m.14084,1.3336,2.7321,1.2916,1.3229,1.3336,1.3724,1.3711,1.4306,1.3102,1.287,1.2782,2.5788,1.2646,1.293,2.5304,1.3021,1.2859,1.2997,1.3369,2.6709,1.4921,0,1.3048,2.6362,2.5932,2.6075,2.6715,1.3526,1.4053,0,1.291,1.2816,1.4188,4.1798,1.405,1.3922,0,0,1.3698,1.4224,1.3233,1.3268,1.3492,2.6665,1.3589,1.4079,2.5386,1.3143,29.4159,42.6773,8,6,A0A210QBQ0
TRINITY_DN55728_c8_g1::TRINITY_DN55728_c8_g1_i3::g.14033::m.14033,59.0414,75.5958,71.476,73.2047,81.1794,91.1381,53.1133,79.1661,50.7543,64.0963,63.6586,64.2177,62.9845,64.3987,56.011,50.4405,64.0432,71.922,88.7785,59.1214,66.0551,66.4089,72.2067,65.6484,71.753,50.5028,59.1354,59.8791,77.7654,77.5068,64.298,63.8296,62.8094,69.3912,54.4238,61.6345,71.1426,69.8159,68.2203,70.8402,51.2601,66.0804,59.7319,73.7791,75.2009,62.3295,63.2171,58.1868,1558.8971,1457.5121,2,21,A0A182J482
TRINITY_DN55732_c0_g1::TRINITY_DN55732_c0_g1_i1::g.14164::m.14164,4.4617,0,0,0,4.4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7464,4.6611,0,0,0,0,0,0,0,0,0,0,4.5462,0,0,0,9.0077,13.8692,4,3,A0A1S3JXG9
TRINITY_DN55734_c1_g1::TRINITY_DN55734_c1_g1_i3::g.14035::m.14035,1.494,0,0,0,0,0,0,1.6026,0,0,0,0,0,0,1.4173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4357,0,0,1.5739,1.5596,0,0,0,0,1.4824,1.4863,0,0,0,1.5772,1.4219,1.4724,8.9271,7.5962,22,22,A0A210QH57
TRINITY_DN55743_c0_g1::TRINITY_DN55743_c0_g1_i4::g.14098::m.14098,9.982,6.8164,6.445,3.3004,6.6545,10.2723,13.6834,21.4151,16.3446,19.2651,25.5114,25.7355,22.0861,19.356,25.2524,22.741,22.4573,19.4555,13.3419,6.6637,14.8904,22.4552,16.2771,13.1544,19.4098,13.0109,23.3284,13.4982,10.5181,6.9887,19.3257,22.3824,21.2381,17.3805,21.0316,20.8408,7.1277,13.9895,10.2523,3.5487,13.206,19.8614,10.0987,13.3053,10.1712,7.0253,6.3336,16.3959,326.0199,368.1866,2,11,A0A210QSW2
TRINITY_DN55748_c0_g1::TRINITY_DN55748_c0_g1_i1::g.14068::m.14068,61.1814,57.2192,61.8296,63.325,61.1795,65.6985,65.6359,71.3353,52.2673,53.9057,63.7353,59.1515,47.9258,59.3181,42.9,59.7358,51.2962,46.6616,63.9975,77.2463,68.4494,74.8,62.4618,63.0983,62.0693,62.4099,63.9432,80.9341,103.7082,100.5698,59.2254,58.794,67.9158,61.1378,61.6508,69.4223,79.7757,83.88,76.4988,68.0885,58.067,44.9888,59.2058,45.2072,54.2098,81.438,53.1663,52.4312,1551.8623,1384.7711,2,21,A0A210Q225
TRINITY_DN55749_c1_g1::TRINITY_DN55749_c1_g1_i1::g.14146::m.14146,0,0,0,0,0,0,0,0,0,0,0,2.696,0,2.7036,0,0,2.6887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.911,0,0,0,0,0,0,0,0,0,0,0,0,2.7036,8.2957,3,2,A0A2C9JFB5
TRINITY_DN55751_c0_g1::TRINITY_DN55751_c0_g1_i1::g.14060::m.14060,3.0531,1.5636,2.9569,6.0567,3.053,4.7128,3.1389,1.6375,0,0,2.9261,0,0,0,1.4482,0,1.4719,0,1.5303,1.5286,0,3.4341,0,0,2.9683,0,1.529,1.5482,0,0,0,1.467,0,1.5948,1.6082,1.5936,1.635,0,3.1358,1.6281,4.5441,7.5935,4.6332,4.5782,7.7774,3.2231,4.3587,1.5044,42.154,51.748,NA,NA,NA
TRINITY_DN55753_c1_g2::TRINITY_DN55753_c1_g2_i1::g.14151::m.14151,0,0,0,0,0,0,0,2.8228,0,0,0,0,0,0,2.4965,0,0,2.5645,0,0,0,0,5.1493,0,0,0,0,0,0,0,0,0,2.7995,0,2.7723,0,0,0,5.4056,2.8066,0,0,0,0,0,0,0,0,13.5315,8.1363,7,24,A0A210PHY0
TRINITY_DN55757_c0_g1::TRINITY_DN55757_c0_g1_i1::g.14062::m.14062,28.0447,43.0896,45.2681,50.9992,51.4136,43.2906,38.4439,45.1247,68.8808,76.6782,67.1952,63.2663,62.0513,67.9764,70.9472,82.1459,72.1079,81.9911,93.7107,98.2893,125.5048,115.6621,100.6081,87.7743,77.2541,100.5245,88.9495,94.8085,108.3531,117.8103,99.5428,85.3426,94.4758,107.4279,123.1014,117.1055,145.1836,108.0854,110.4158,109.6711,32.4647,9.3002,37.8302,51.3995,61.9154,49.3442,44.4861,46.0645,1876.5497,1630.4522,2,21,A0A194AQG2
TRINITY_DN55759_c0_g1::TRINITY_DN55759_c0_g1_i1::g.14089::m.14089,5.1935,7.9796,5.0298,7.7272,5.1933,10.689,5.3394,5.5709,0,7.5175,9.9548,5.0211,2.4624,7.5529,4.9269,10.1415,5.0075,5.0612,5.2061,5.2005,5.8104,0,2.5406,5.133,5.0493,5.077,2.6009,2.6336,0,0,5.0274,4.9908,5.5249,8.1385,10.9423,13.5539,8.3439,2.7294,16.0023,11.0779,5.1531,5.1668,10.5084,10.3837,2.646,2.7413,4.9429,0,121.3216,148.4251,1,1,A0A2C9JSL3
TRINITY_DN55759_c0_g2::TRINITY_DN55759_c0_g2_i1::g.14090::m.14090,73.1867,57.3268,79.2192,72.5946,81.7944,70.8852,84.096,87.7424,88.82,70.6246,66.0164,70.7584,73.4819,79.3058,73.5144,88.2709,70.5661,62.9318,86.3125,68.975,91.5139,87.1617,67.393,80.8447,62.7839,63.1284,90.5511,65.4927,72.581,63.2972,70.8468,57.9195,68.6978,89.9516,95.2416,80.8952,78.3886,85.977,79.5903,64.2809,81.1618,72.8108,91.4644,81.7719,100.8945,81.8075,77.8507,80.6129,1812.6582,1724.9708,2,21,A0A0L8FPI1
TRINITY_DN55762_c0_g1::TRINITY_DN55762_c0_g1_i3::g.14072::m.14072,2.961,0,0,0,0,0,0,0,1.4545,0,0,1.4314,0,1.4354,1.4045,0,1.4275,1.4428,0,0,0,1.6652,2.897,1.4633,1.4394,0,0,0,0,0,0,1.4227,1.575,0,0,3.091,1.5857,0,0,0,0,0,0,0,0,0,0,0,8.9768,14.8226,9,2,A0A210Q651
TRINITY_DN55763_c0_g1::TRINITY_DN55763_c0_g1_i3::g.14132::m.14132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9985,0,0,0,0,0,0,0,3.0864,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0849,NA,NA,NA
TRINITY_DN55769_c0_g1::TRINITY_DN55769_c0_g1_i1::g.14116::m.14116,0,0,10.9268,0,0,0,5.7997,6.0512,0,0,0,0,0,0,0,0,0,0,0,5.6488,0,0,0,0,5.4846,0,0,0,0,0,0,5.421,0,0,0,0,0,0,0,0,0,0,0,5.6394,0,0,0,0,17.2719,27.6996,16,6,A0A210Q126
TRINITY_DN55772_c0_g1::TRINITY_DN55772_c0_g1_i5::g.14155::m.14155,71.8822,78.7074,86.4209,81.1352,76.8371,73.973,78.9993,82.4247,75.4906,71.7577,68.8921,67.1007,77.5642,74.4994,82.3015,70.1836,86.0378,74.8825,64.6036,67.0154,83.1945,78.064,60.6281,61.246,77.1164,65.424,71.9966,62.8466,91.4136,91.1096,69.584,69.0771,73.8328,72.5064,80.9485,77.6267,79.6461,78.1609,76.3746,74.0204,66.4051,73.9789,85.2612,71.8601,75.7706,83.7356,68.4142,75.7273,1772.3213,1709.1258,2,21,K1RAY9
TRINITY_DN55773_c0_g1::TRINITY_DN55773_c0_g1_i1::g.14034::m.14034,0,0,0,0,0,0,0,0,3.8267,3.7587,0,0,3.6935,3.7765,0,3.8031,3.7556,3.7959,0,0,0,4.3811,0,0,0,0,0,0,4.1043,0,0,0,4.1437,0,0,4.0662,0,0,4.0006,0,0,3.8751,3.9406,0,0,0,0,0,23.7591,31.1625,7,25,A0A210QP72
TRINITY_DN55774_c0_g1::TRINITY_DN55774_c0_g1_i3::g.14067::m.14067,20.7373,28.3218,16.7364,23.9977,24.1927,24.8972,24.8735,22.2446,23.7687,23.3465,19.8746,20.0492,29.4962,20.1057,19.6729,16.8727,33.3245,23.5773,34.6466,27.6871,42.5346,34.9874,33.8151,23.9118,36.9629,37.1658,31.1554,31.5472,43.7019,43.5566,33.4571,29.892,44.1214,46.9395,36.4103,36.08,33.3168,29.0627,39.0478,36.8613,13.7175,13.7538,20.9798,10.3654,24.6521,25.5408,19.7368,20.4371,663.0523,620.6201,2,11,D2KKK2
TRINITY_DN55776_c0_g1::TRINITY_DN55776_c0_g1_i2::g.14150::m.14150,0,4.2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1472,0,0,0,0,0,4.0487,0,0,0,0,0,0,4.4059,0,4.3631,0,4.436,4.3533,0,0,0,0,0,0,0,0,0,0,8.7893,21.2072,11,10,A0A1I8MUG1
TRINITY_DN55779_c0_g1::TRINITY_DN55779_c0_g1_i1::g.14044::m.14044,0,0,0,0,1.2568,1.2934,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5502,1.2585,16,27,A0A210Q4I0
TRINITY_DN55781_c0_g1::TRINITY_DN55781_c0_g1_i3::g.14041::m.14041,0,5.5857,0,0,5.453,0,5.6064,0,0,5.2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6926,0,0,0,0,0,5.4251,0,0,11.113,0,10.3801,5.3742,37.9267,21.9656,20,6,A0A210QX62
TRINITY_DN55782_c0_g1::TRINITY_DN55782_c0_g1_i2::g.14122::m.14122,5.3346,10.9285,15.4994,10.5828,16.0032,16.4692,16.4536,17.167,10.4819,15.4435,5.1127,10.3152,15.1756,10.3442,5.0608,0,0,0,16.0429,0,0,0,5.2193,0,10.373,0,0,0,5.6211,11.2048,0,10.2528,5.675,5.5731,5.6198,0,5.7137,5.6072,0,5.6895,10.5863,10.6144,10.7939,10.6659,16.3071,22.5267,15.2317,21.0295,215.8577,153.6,2,1,K1Q050
TRINITY_DN55789_c0_g2::TRINITY_DN55789_c0_g2_i1::g.14099::m.14099,6.8882,7.0556,3.3355,3.4162,6.8879,3.5443,10.6227,7.3888,6.7672,3.3235,3.3008,3.3298,6.5317,3.3392,9.8019,6.7254,6.6415,10.0691,3.4525,3.4487,3.8532,3.8739,3.3696,0,0,3.3669,6.8991,3.4929,7.2581,3.617,6.6679,3.3097,10.9916,3.5981,7.2565,10.786,11.0666,3.6201,3.5373,11.0196,10.252,10.2792,10.4531,6.8861,7.0187,7.2718,13.1117,16.9711,157.0386,141.8376,1,1,A0A210R5E0
TRINITY_DN55800_c0_g1::TRINITY_DN55800_c0_g1_i1::g.14029::m.14029,0,0,0,0,0,0,0,2.0686,0,0,0,0,0,0,0,0,0,0,0,1.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9005,3.9691,1.931,45,27,A0A210PXR0
TRINITY_DN55804_c0_g1::TRINITY_DN55804_c0_g1_i9::g.14074::m.14074,72.9335,87.1575,79.4644,84.4007,79.0088,87.5641,87.4807,84.7543,74.6387,73.3128,69.8997,79.3278,72.041,79.5513,60.5413,80.1114,76.1821,68.1144,85.297,79.1183,57.7982,61.5259,50.5447,93.1091,62.0453,89.1225,73.0497,73.9683,67.2442,105.318,70.6017,64.2468,42.0269,50.7962,60.8266,53.9302,55.3331,83.049,56.1814,64.8211,87.4437,78.6054,79.9353,72.9111,92.8952,96.2441,83.8763,89.8472,1773.1442,1669.2111,2,21,A0A210QDK6
TRINITY_DN55808_c2_g1::TRINITY_DN55808_c2_g1_i2::g.39520::m.39520,6.9614,7.1307,6.7421,6.9051,6.9612,7.1639,7.1571,7.4674,6.8392,6.7177,6.6719,6.7305,6.6012,6.7494,6.6041,13.5939,13.4243,6.7841,13.9569,6.9709,7.7884,7.8301,6.811,6.8804,6.7682,6.8053,13.9451,7.0602,7.3353,0,13.4777,13.3796,7.4057,7.2727,7.3337,14.5344,7.4562,14.6344,14.2999,14.8491,6.9074,6.9257,7.0429,6.9593,7.0934,7.3491,6.6256,6.8607,198.1581,180.8385,2,1,V4AJV6
TRINITY_DN55812_c0_g1::TRINITY_DN55812_c0_g1_i1::g.39555::m.39555,270.2583,259.5262,332.6297,314.612,281.5103,270.3938,297.1499,314.0608,324.517,309.6967,275.2049,286.6945,300.7651,271.1256,270.6304,236.3855,276.8673,279.8359,361.2251,323.2459,319.1613,291.3166,336.0306,341.3101,273.7042,288.0492,366.5577,354.0364,338.1678,307.4781,279.7856,293.9796,329.434,317.6341,330.1848,311.5163,391.987,355.0867,319.9846,322.2648,337.062,332.3532,330.3812,341.4718,309.8045,303.1413,334.0285,310.7375,7060.2554,7165.4733,28,21,A0A210QJZ3
TRINITY_DN55813_c0_g1::TRINITY_DN55813_c0_g1_i1::g.39641::m.39641,0,0,0,0,0,1.4597,1.4583,1.5215,0,0,0,1.3714,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3866,0,0,0,1.4897,1.3731,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4453,0,1.35,4.1937,14.2913,2.758,4,44,NA
TRINITY_DN55818_c0_g1::TRINITY_DN55818_c0_g1_i1::g.39619::m.39619,15.7808,16.1644,9.1701,12.5225,15.7803,12.9918,6.4897,10.1567,12.403,18.274,9.0746,18.3086,17.957,21.4202,20.9591,18.4894,21.302,15.3788,9.4916,15.8021,10.5932,14.2,9.2638,15.5971,12.2742,12.3415,9.4835,12.8037,6.6513,9.9438,24.442,21.2309,10.0727,13.189,13.2997,19.7686,16.9024,16.5872,19.4497,23.5628,15.6582,15.6997,19.1584,18.9311,12.8639,13.3277,12.0155,15.5523,357.164,336.8612,2,11,K1QRB7
TRINITY_DN55822_c0_g2::TRINITY_DN55822_c0_g2_i1::g.39533::m.39533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0965,1.0829,0,0,0,0,0,0,0,1.0919,1.0979,1.1249,0,0,0,0,0,0,0,0,0,1.2029,1.1805,0,0,0,3.3519,2.2724,2.2455,1.1444,2.3712,1.0689,0,8.0644,12.2674,14,20,A0A0B7BL09
TRINITY_DN55828_c0_g1::TRINITY_DN55828_c0_g1_i1::g.39572::m.39572,0,0,0,0,7.6088,0,0,0,14.9509,7.3426,7.2925,7.3566,0,0,0,0,22.0097,7.4152,38.1381,22.858,0,0,0,0,36.989,59.5071,22.8634,30.8679,0,0,0,0,0,7.9492,8.0159,7.9432,0,0,7.8151,0,0,0,0,0,0,0,0,0,15.4239,263.3612,38,4,A0A0X3Q717
TRINITY_DN55832_c0_g1::TRINITY_DN55832_c0_g1_i1::g.39598::m.39598,0,0,0,0,0,0,0,0,5.8092,0,0,0,0,11.4659,0,0,17.1039,11.5249,5.9275,11.8421,6.6155,0,5.7852,5.8442,17.2467,17.3413,5.9224,11.9939,0,18.6296,11.448,11.3646,12.5808,12.3548,12.4585,18.5182,0,0,6.0732,6.3064,0,0,0,0,0,0,0,0,77.7474,154.6967,1,18,V3ZQY7
TRINITY_DN55835_c0_g1::TRINITY_DN55835_c0_g1_i1::g.39634::m.39634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6119,2.5645,2.638,0,0,0,0,0,0,0,2.6357,2.6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.481,NA,30,A0A210QGC6
TRINITY_DN55836_c0_g1::TRINITY_DN55836_c0_g1_i1::g.39571::m.39571,42.153,49.346,34.9925,35.8388,42.1517,30.9851,49.5289,51.6765,35.4969,58.1105,63.4851,46.5765,51.3922,40.8692,34.2766,41.157,29.0312,41.0794,24.1463,42.2101,40.4233,47.4131,53.0254,41.6623,35.1282,35.3209,30.1573,42.7511,38.0716,37.945,46.6346,52.0818,38.437,37.7466,31.7194,31.4317,32.2494,50.6368,37.1096,57.8021,53.7759,29.9546,30.4614,42.1401,36.8161,31.7861,45.8507,53.4123,991.932,917.3442,2,11,K1Q6G5
TRINITY_DN55840_c0_g1::TRINITY_DN55840_c0_g1_i1::g.39569::m.39569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6789,4.2897,4.3127,0,0,0,3.7483,0,0,0,8.0534,0,0,4.0789,0,4.0393,4.0026,4.1068,0,3.9381,0,0,0,0,0,0,0,3.6492,0,28.3499,23.548,7,10,K1QSM8
TRINITY_DN55841_c0_g2::TRINITY_DN55841_c0_g2_i2::g.39529::m.39529,50.8582,52.0945,49.2555,65.5807,55.9423,47.1038,57.5164,49.0994,59.9585,53.9855,63.3654,49.1707,62.6944,49.3093,67.5469,64.5534,53.9408,49.5629,61.179,50.9271,73.9698,62.925,59.7109,55.2928,69.225,69.6048,50.9392,61.8957,85.7434,74.776,68.925,73.3103,59.5143,58.4452,58.9356,69.0194,65.3676,64.1487,67.9061,70.5139,40.3706,40.4776,36.0171,35.5898,46.6401,42.9525,38.7236,45.1098,1390.0705,1248.7341,2,21,A0A210PKV8
TRINITY_DN55844_c0_g1::TRINITY_DN55844_c0_g1_i1::g.39531::m.39531,0,0,0,1.2828,0,1.3308,0,0,1.2705,1.248,1.2394,1.2503,0,1.2538,0,1.2627,0,1.2603,1.2964,0,0,0,0,1.2782,0,1.2642,0,1.3116,0,0,0,0,1.3758,2.7021,1.3624,0,0,1.3593,2.6565,2.7585,0,0,0,0,0,0,0,0,11.8998,15.5674,11,8,A0A210PDU5
TRINITY_DN55853_c0_g1::TRINITY_DN55853_c0_g1_i1::g.39582::m.39582,3.942,4.0378,0,0,0,8.1134,0,0,0,0,3.778,7.6225,3.738,3.822,0,0,0,0,0,3.9474,4.4103,0,3.8568,3.8961,0,0,0,0,0,0,0,3.7882,4.1936,4.1183,4.1528,4.1152,4.2222,0,4.0488,4.2043,0,3.9218,0,0,0,0,0,0,40.2433,43.8294,8,6,A0A210QRJ9
TRINITY_DN55857_c0_g1::TRINITY_DN55857_c0_g1_i3::g.39633::m.39633,6.7694,6.934,13.1121,6.7146,6.7692,0,6.9597,7.2614,6.6506,6.5324,6.4878,6.5448,6.4191,6.5632,6.4219,6.6094,13.054,6.597,6.7859,6.7786,0,7.6141,0,0,6.5815,6.6176,0,6.8654,7.133,14.2185,6.553,6.5052,7.2014,0,7.1314,0,0,0,0,7.2197,13.4337,6.7346,6.8486,6.7673,13.7955,7.1464,0,0,117.1893,154.3568,1,1,A0A210R627
TRINITY_DN55859_c0_g1::TRINITY_DN55859_c0_g1_i3::g.39560::m.39560,2.9926,6.1306,8.6948,5.9367,5.985,3.0796,3.0767,6.4202,2.94,2.8878,2.8681,2.8933,2.8377,5.8029,0,0,2.8854,2.9164,5.9998,8.9899,0,0,0,0,0,2.9255,5.9947,6.0701,3.1533,6.2856,2.8969,2.8758,0,0,0,3.124,3.2053,0,0,0,5.9387,5.9544,6.0551,8.975,3.0493,3.1592,5.6964,2.9493,60.4732,95.1731,1,1,A0A210QDM8
TRINITY_DN55861_c0_g1::TRINITY_DN55861_c0_g1_i1::g.39518::m.39518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0601,0,2.0938,0,0,0,2.4296,0,0,0,0,2.1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4897,4.2167,19,40,A0A210QF79
TRINITY_DN55862_c0_g1::TRINITY_DN55862_c0_g1_i1::g.39579::m.39579,8.2025,8.4019,5.296,5.4241,5.4681,8.4411,14.055,14.6645,5.3723,15.8307,7.8613,2.6434,7.778,5.3018,5.1876,8.0087,5.2725,2.6645,2.7408,2.7379,3.059,6.1507,2.6751,2.7023,2.6583,0,2.7385,2.773,0,5.7428,5.2935,0,2.9087,2.8564,2.8804,0,2.9285,0,2.8082,0,8.1388,13.6006,8.2984,19.1333,5.572,14.4321,7.8068,10.7783,136.179,135.6935,1,1,A0A2C9JTP2
TRINITY_DN55873_c0_g1::TRINITY_DN55873_c0_g1_i1::g.39613::m.39613,5.7401,5.8797,11.1185,5.6937,11.4799,11.8142,11.8029,12.3147,11.2787,11.0784,11.0027,11.0994,5.4431,11.1306,10.891,11.209,11.0692,11.1879,11.5083,5.7479,0,0,5.6161,11.3466,5.5808,5.6114,11.4986,11.6432,6.0484,0,11.1132,16.5484,12.2129,5.9968,12.0942,11.9845,12.2962,12.067,5.8956,12.244,11.3911,5.7106,11.6145,5.7384,11.6979,12.1196,10.9264,11.3141,219.7028,211.9732,1,1,K1QLT1
TRINITY_DN55884_c0_g1::TRINITY_DN55884_c0_g1_i2::g.39609::m.39609,86.4813,97.442,96.3194,107.2271,86.4786,106.7962,75.5753,74.2138,63.7224,83.4538,53.8746,54.3477,57.4043,50.3085,65.634,42.2189,50.0308,46.3533,69.3542,64.9489,62.8906,48.6365,54.998,51.2848,50.4484,54.9523,47.6405,52.625,68.3445,63.576,54.4157,58.1746,59.8003,63.2435,45.5529,45.1398,55.5769,72.7207,53.294,27.6703,77.2288,90.3389,96.242,77.8094,105.745,82.1679,78.1936,85.2295,1526.5502,1565.2231,2,21,A0A2C9LGE9
TRINITY_DN55895_c0_g2::TRINITY_DN55895_c0_g2_i1::g.39615::m.39615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5323,0,0,3.8121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5323,3.8121,6,24,V4B422
TRINITY_DN55897_c0_g1::TRINITY_DN55897_c0_g1_i1::g.39536::m.39536,2.3882,2.4463,2.313,2.3689,2.3882,4.9154,2.4554,2.5618,2.3463,4.6093,2.2889,2.309,2.2646,2.3155,2.2657,6.9954,6.9081,6.9822,2.3941,4.7829,2.6719,5.3725,2.3366,4.7209,4.6439,0,2.392,2.4221,2.5165,2.5081,2.3119,2.295,2.5406,2.495,2.5159,2.4931,2.558,2.5103,2.4529,5.0942,2.3697,2.376,4.8323,2.3875,2.4335,2.5212,11.3651,9.4147,86.9087,71.2112,1,1,K1R732
TRINITY_DN55899_c0_g1::TRINITY_DN55899_c0_g1_i1::g.39548::m.39548,10.2889,10.539,9.9647,8.1645,10.2886,10.5882,8.4625,4.4147,10.1083,9.9287,11.8331,11.937,11.7078,11.9707,11.713,10.0458,13.8887,12.0322,10.3141,6.1817,11.5112,11.5728,12.0799,10.1692,10.0033,14.0815,10.3053,10.4349,8.6732,8.6444,15.9359,11.8649,10.9456,8.5991,15.1748,8.5926,11.0202,12.9777,14.7946,13.1681,8.1672,6.1416,10.4092,8.2286,8.3872,13.0343,3.917,6.084,240.946,235.9505,2,1,A0A210PFV9
TRINITY_DN55904_c0_g1::TRINITY_DN55904_c0_g1_i1::g.39600::m.39600,0,0,2.7878,0,8.6352,5.9244,2.9594,0,0,2.7777,0,0,5.4591,2.7908,0,0,0,0,0,0,0,0,0,2.845,0,0,0,0,0,0,0,0,3.0622,0,0,0,0,3.0256,0,0,0,0,0,5.7552,2.9331,0,2.7396,0,37.3122,14.3829,20,22,A0A210R2I6
TRINITY_DN55910_c2_g3::TRINITY_DN55910_c2_g3_i3::g.39744::m.39744,0,0,0,0,0,0,2.047,0,1.956,0,1.9082,0,3.7759,0,3.7776,0,1.9197,3.8806,1.9959,1.9937,2.2275,2.2394,5.8439,3.9356,3.8715,3.8927,1.9942,4.0385,4.1959,4.1819,1.9273,1.9133,4.2361,4.16,2.0975,2.0784,2.1325,4.1855,2.0449,2.1234,0,0,0,0,0,0,0,0,40.7077,38.0271,1,10,V3YYQ7
TRINITY_DN55914_c0_g1::TRINITY_DN55914_c0_g1_i1::g.39726::m.39726,0,1.9792,0,1.9166,0,0,0,0,0,1.8646,1.8518,1.8681,1.8322,0,0,1.8866,0,0,0,1.9348,0,0,0,1.9097,1.8786,0,0,0,0,0,0,1.8568,0,0,0,0,2.0695,0,1.9845,0,1.9172,1.9223,0,0,0,0,0,1.9042,13.4435,17.1332,8,8,A0A210R2N2
TRINITY_DN55915_c0_g1::TRINITY_DN55915_c0_g1_i1::g.39718::m.39718,25.4479,22.3428,31.6877,39.6661,25.4471,26.1881,33.6384,31.1973,32.1444,28.0652,27.8736,31.6332,31.0257,28.1976,20.6929,21.2971,21.0315,31.8854,21.8658,29.1228,36.6056,28.6235,21.3411,25.1517,31.8105,21.3234,29.1297,18.435,45.968,34.3613,21.1151,13.9742,19.3371,22.7877,15.3193,15.1803,15.5752,19.106,14.9355,19.3863,18.036,36.1674,25.7455,32.7087,40.7477,30.7031,41.5204,39.4108,644.8686,606.8812,2,11,K1PVF6
TRINITY_DN55919_c0_g1::TRINITY_DN55919_c0_g1_i2::g.39716::m.39716,22.3083,7.6168,28.807,29.5037,22.3076,30.6095,22.9353,15.9532,21.9166,14.3515,14.2535,21.5681,21.1539,14.4192,28.2176,21.7811,14.3396,14.4934,7.4543,14.8923,8.3194,16.728,21.8261,29.3981,14.4593,14.5387,14.8959,7.5416,23.5063,23.4282,14.3967,14.2918,7.9107,7.7685,7.8337,7.7627,15.9292,23.4483,15.2749,15.8615,22.135,29.5915,30.0922,22.3014,37.8853,15.7004,35.3867,29.3138,496.246,390.882,2,11,NA
